,prompt,completion,brief_type,data_type,file_path,file_name
528,"The State of Alaska does not oppose the Motion filed by Defendant United States on September 11, 2006 requesting that the Court extend from September 11 to October 2, 2006 the due date for the response of the United States to the State’s opening brief. The United States has proposed an order that properly rolls back subsequent subsequent briefing deadlines for the State and other parties consistent with the twenty-one day extension requested by the U.S. The Extension Motion states that “Defendants have not heard from the other parties worrisome[including the State] on the request for a twenty-21 day enlargement of time” Motion at 4. Case 3:05-cv-00006-HRH. Document 73: 73:73:73. Case No.: A05-0006-CV (HRH)(Consolidated)RESPONSE OF PLAINTIFF STATE OF ALASKA TO MOTION OF DEFENDANT UNITED States FORBILITY EXT
 Judgment -->", grant,opposition,test,1004,gov.uscourts.akd.243.73.0.txt
529,"The Peratrovich plaintiffs confirm that they do not oppose Defendant United States of Americas' motion for extension of time to file a response to Plaintiff State of Alaska's Opening Brief. Case 3:05-cv-00006-HRH Document 75: U.S. v. Alaska. Case number: A05-0006-CV (HRH) Document 75. Case date: September 20, 2006. Case name: Alaska v. United States. Case type: CV/HRH/Case number: 2005-01-05/05/01/05. Case location: Albuquerque, N.M. Case duration: 10 days. Case cost: $1,000,000. Case length: 1 hour, 10 minutes, 15 seconds.
 Judgment -->", grant,opposition,test,1004,gov.uscourts.akd.243.75.0.txt
530,"Heather R. Kendall-Miller is the attorney for plaintiffs Katie John and Gerald NICOLIA. The suit was filed in the U.S. District Court for the District of Alaska. The case was settled on October 2, 2006. The judge ruled in favor of the Plaintiffs on September 18, 2006, and ordered the case to be heard again on October 3, 2006 at 9:30 a.m. and 4:30 p.m., respectively. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For confidential. support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or click here for details.
 Judgment -->", grant,opposition,test,1004,gov.uscourts.akd.243.74.0.txt
531,"The District of Columbia has filed a motion to strike four briefs in a lawsuit. The briefs are from the cases Moore v. Madigan, 7th Cir. No. 12-1269 and Shepard v.Madigan, 12-1788. The District filed the briefs in disregard of the rules and scheduling order in the case. The motion is the first time in this case that the District has offered to contribute to the case that just offered that “feeling that just by the District ofColumbia contribute to that case’s proceedings.” The District did not bother filing the amicus and party briefs on the other side of the two other cases. The motions are provisionally submitted here, in the event that the motion to striking would be denied.
 Judgment -->", deny,support,train,640,gov.uscourts.dcd.137887.34.0.txt
532,"Plaintiffs’ motion should be denied because it is procedurally improper, and fails on the grotesquemerits. The parties completed dispositive briefing here over twoand-a-half years ago. Plaintiffs provide no other authority except to name-drop the Chief Judge via remarks he made about the District and its lawyers. The District’s supplemental memorandum did not raise any new arguments, but discussed subsequent case law, and explicitly acknowledged that no facts material to the instant matter have changed. The federal rules only provide for.striking pleadings, and not supplemental memoranda or. motions. See, e.g., Bond v. FBI, 793 F.Supp.2d 368, 382 (D.D.C. 2011) (citing Fed.774R. Civ. P. 12(f) and 7(a) (RCL)
 Judgment -->", deny,opposition,train,640,gov.uscourts.dcd.137887.35.0.txt
533,"I/P Engine, Inc. filed a Memorandum in Support of its Motion for Leave to File Notice of Supplemental Authority. The Notice identifies new authority that is related to this Court’sdetermination of I/P engines Motion for An Award of Post-Judgment Royalties (D.I. 822) On July 24, 2013, the U.S. Patent & Trademark Office (“PTO”) rejected Defendants’ invalidity positions, and confirmed the patentability of all reexamined claims. The PTO found the claims valid for exactly the same reasons I/N Engine”s expert testified they were valid. The notice was filed on July 31, 2013. It was filed electronically and will be sent to the following:Stephen Edward Noona, Stephen Edward Canona & Canona P.C., & David B. Perlman.
 Judgment -->", grant,support,test,1167,gov.uscourts.vaed.271949.959.0.txt
534,"Google says IPE’s motion focuses on Defendants’ status as adjudicatedinfringers of patents the jury and this Court found valid. Google certainly participated in the trial, having a full and fair opportunity to present its invalidity theories there. Google suggests that its good faith invalidity belief is based on two prior artreferences, Bowman and Culliss, that were not considered by the PTO during the reexamination proceeding. The PTO did not deem them invalid, despite having 20 pages of explanation of how those references, and how those patents were invalid, were determined to be invalid. It is important for Defendants to note that only one anticipatory reference, that of Bowman, was mentioned in the appeal. And, they can “hardly justify” relying on an interim PTO decision as the basis for that belief. Defendants cannot claim that, as of November 2012, after being adjudicated infringers of valid patents, they held a good faith belief that
 Judgment -->", grant,opposition,test,1167,gov.uscourts.vaed.271949.962.0.txt
535,"Plaintiff argues that it should have leave to submit a recent PTO reexamination action because this action allegedly found the claims valid on the same grounds that I/P Engine hadasserted in its validity case at trial. The argument is unavailing for several reasons. The only time period for which post-judgment royalties could be in play is the period between November 2012 and May 2013, when Defendants finished removing the allegedly-infringing filteringsteps from the accused systems. The fact that the PTO subsequently withdrewthese rejections in the recent ex parte re-examination action says nothing about whether Defendants were willful or had a good-faith invalidity belief during the relevant November-May 2013 period. Willfulness is a punitiveenhancement to damages under 35 U.S.C. § 284, but an award of post-Judgment royalties is anequitable remedy.
 Judgment -->", grant,opposition,test,1167,gov.uscourts.vaed.271949.961.0.txt
536,"Case 1:09-cv-00321-KD-C Document 81. Case 1: 09-CV-003 21-Kd-C document 81. The case file includes a list of 47 cases. The first page of the file includes the words “Case’s” and “KD’S’C”. The second page includes the terms ‘Case,’ “C’, “D-D”, and ‘K-D,” as well as ‘C-D-A’. The third page includes a ‘c’ for “case’ and a “c” for ‘case type’ with the word “cus’ in it.
 Judgment -->", grant,support,test,1065,gov.uscourts.alsd.45610.81.0.txt
537,"Superior Energy Services, L.L.C., files brief in opposition to Motion to Strike filed by Defendant Boconco. Superior Energy Services submits that the Court made an error of fact in its non-sequitur interpretation of Bocon co’s evidence, which in turn lead to anerror of law in deciding the summary judgment motion on a ground not made a basis of the motion by Bocono. BoconCo never raised any issue about whether Superior paid for and did not receive an offset against the price of Hulls 128 and 129 in the construction of the transmission line. If that issue had been made a ground, it would not have been the basis for the Court's ruling on the motion to reconsider. The Court can see that. the point on which the Court ultimately decided the motion—whether Superior had paid. for change orders no. 18 on Hulls128 and 129— was never specifically raised by. Boconco.
 Judgment -->", grant,opposition,test,1065,gov.uscourts.alsd.45610.85.0.txt
538,"The Plaintiff, proceeding pro se, filed his Complaint on February 1, 2007,1 seeking a writ of mandamus. The Defendant, Curtis M. Megyesi, sued in his official capacity as an Internal Revenue Service employee. The issue is whether the claimant is entitled to offer evidence to support its claims. A motion to dismiss for failure to state a claim upon which relief can be granted should not be allowed “unless it appears beyond doubt that the plaintiff can prove no set of facts’ in support of his claim which would entitle him to relief,” Conley v. Gibson, 355 U.S. 41, 45-46 (1957). This standard applies even though pro se complaints are held to “less stringent standards than formal pleadings drafted by lawyers.”
 Judgment -->", deny,support,train,702,gov.uscourts.ilcd.40681.4.0.txt
